"year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct","weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
2024,12,"F9","Frontier Airlines","JFK","New York, NY: John F. Kennedy International",186,51,19.24,1.26,21.39,0,9.11,0,0,2176,1046,89,625,0,416
2024,12,"F9","Frontier Airlines","LAS","Las Vegas, NV: Harry Reid International",1007,179,43.18,2.94,24.14,0,108.74,1,1,11990,2787,259,759,0,8185
2024,12,"F9","Frontier Airlines","LAX","Los Angeles, CA: Los Angeles International",381,73,20.48,0.01,25.01,0,27.49,1,0,4344,1239,1,890,0,2214
2024,12,"F9","Frontier Airlines","LGA","New York, NY: LaGuardia",250,86,20.38,1.31,29.07,0,35.24,0,0,6549,1749,160,1553,0,3087
2024,12,"F9","Frontier Airlines","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",5,1,0.07,0,0.79,0,0.14,0,0,28,2,0,22,0,4
2024,12,"F9","Frontier Airlines","MCI","Kansas City, MO: Kansas City International",17,2,1.02,0,0.43,0,0.54,0,0,47,24,0,10,0,13
2024,12,"F9","Frontier Airlines","MCO","Orlando, FL: Orlando International",1740,385,94.8,4.86,114.49,0,170.86,15,0,35025,11101,633,7907,0,15384
2024,12,"F9","Frontier Airlines","MDT","Harrisburg, PA: Harrisburg International",12,2,0,0,1.39,0,0.61,0,0,165,0,0,85,0,80
2024,12,"F9","Frontier Airlines","MDW","Chicago, IL: Chicago Midway International",250,56,15.33,0.2,7.03,0,33.44,2,0,3751,770,40,227,0,2714
2024,12,"F9","Frontier Airlines","MEM","Memphis, TN: Memphis International",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,"F9","Frontier Airlines","MIA","Miami, FL: Miami International",330,113,24.93,0,34.67,0,53.41,3,0,9092,2129,0,1851,0,5112
2024,12,"F9","Frontier Airlines","MKE","Milwaukee, WI: General Mitchell International",25,2,0.05,0,0.24,0,1.71,0,0,53,1,0,5,0,47
2024,12,"F9","Frontier Airlines","MSN","Madison, WI: Dane County Regional-Truax Field",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,"F9","Frontier Airlines","MSP","Minneapolis, MN: Minneapolis-St Paul International",97,16,7.42,0.2,1.84,0,6.54,0,0,785,359,13,68,0,345
2024,12,"F9","Frontier Airlines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",53,12,4.55,0,1,0,6.45,0,0,444,188,0,18,0,238
2024,12,"F9","Frontier Airlines","MYR","Myrtle Beach, SC: Myrtle Beach International",2,1,1,0,0,0,0,0,0,20,20,0,0,0,0
2024,12,"F9","Frontier Airlines","OKC","Oklahoma City, OK: Will Rogers World",47,5,3.95,0,0.25,0,0.8,0,0,206,157,0,21,0,28
2024,12,"F9","Frontier Airlines","OMA","Omaha, NE: Eppley Airfield",17,1,0,0,0,0,1,0,0,46,0,0,0,0,46
2024,12,"F9","Frontier Airlines","ONT","Ontario, CA: Ontario International",218,37,11.3,0.22,11.69,0,13.78,1,0,1868,490,13,486,0,879
2024,12,"F9","Frontier Airlines","ORD","Chicago, IL: Chicago O'Hare International",231,70,15.23,0.58,10.39,0,43.8,4,0,5740,1085,32,500,0,4123
2024,12,"F9","Frontier Airlines","ORF","Norfolk, VA: Norfolk International",26,5,1.21,0,0.19,0,3.59,1,0,197,44,0,6,0,147
2024,12,"F9","Frontier Airlines","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",108,49,9.22,3,20.33,0,16.45,3,0,2984,401,214,1199,0,1170
2024,12,"F9","Frontier Airlines","PDX","Portland, OR: Portland International",137,29,5.78,0,7,0,16.22,0,0,1544,275,0,221,0,1048
2024,12,"F9","Frontier Airlines","PHL","Philadelphia, PA: Philadelphia International",822,252,55.93,0.17,59.45,0,136.45,5,0,18781,5377,29,2607,0,10768
2024,12,"F9","Frontier Airlines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",689,128,23.55,0.95,25.22,0,78.28,3,1,11404,1942,112,867,0,8483
2024,12,"F9","Frontier Airlines","PIT","Pittsburgh, PA: Pittsburgh International",7,2,0.11,0,0.15,0,1.74,0,0,525,14,0,37,0,474
2024,12,"F9","Frontier Airlines","PNS","Pensacola, FL: Pensacola International",25,5,0.96,0,1.68,0,2.36,0,0,236,97,0,62,0,77
2024,12,"F9","Frontier Airlines","PSE","Ponce, PR: Mercedita",22,7,1.82,0,3.51,0,1.67,0,0,269,116,0,87,0,66
2024,12,"F9","Frontier Airlines","PSP","Palm Springs, CA: Palm Springs International",20,3,0.49,0,1.51,0,1,0,0,82,18,0,40,0,24
2024,12,"F9","Frontier Airlines","PWM","Portland, ME: Portland International Jetport",20,2,1,0,0,0,1,0,0,180,23,0,0,0,157
2024,12,"F9","Frontier Airlines","RDU","Raleigh/Durham, NC: Raleigh-Durham International",308,60,15.19,0.15,13.05,0,31.6,1,0,4254,1279,21,466,0,2488
2024,12,"F9","Frontier Airlines","RSW","Fort Myers, FL: Southwest Florida International",284,85,17.93,0.5,40.62,0,25.95,11,5,5711,1547,12,2288,0,1864
2024,12,"F9","Frontier Airlines","SAN","San Diego, CA: San Diego International",233,49,6.01,3.66,19.07,0,20.26,6,4,5162,983,671,1751,0,1757
2024,12,"F9","Frontier Airlines","SAT","San Antonio, TX: San Antonio International",66,11,2.78,0,5.36,0,2.86,0,0,802,199,0,405,0,198
2024,12,"F9","Frontier Airlines","SAV","Savannah, GA: Savannah/Hilton Head International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,12,"F9","Frontier Airlines","SEA","Seattle, WA: Seattle/Tacoma International",112,18,3.56,0,6.13,0,8.31,0,0,773,151,0,173,0,449
2024,12,"F9","Frontier Airlines","SFO","San Francisco, CA: San Francisco International",430,126,21.79,1.26,71.48,0,31.46,2,0,8753,2142,110,3832,0,2669
2024,12,"F9","Frontier Airlines","SJC","San Jose, CA: Norman Y. Mineta San Jose International",109,15,3.08,0.96,2.09,0,8.87,0,0,878,279,48,35,0,516
2024,12,"F9","Frontier Airlines","SJU","San Juan, PR: Luis Munoz Marin International",625,185,72.15,3.16,44.6,0,65.1,2,2,11999,5650,176,1808,0,4365
2024,12,"F9","Frontier Airlines","SLC","Salt Lake City, UT: Salt Lake City International",239,46,7.32,0,9.15,0,29.54,0,0,2338,333,0,246,0,1759
2024,12,"F9","Frontier Airlines","SMF","Sacramento, CA: Sacramento International",90,15,0.71,0.71,2.87,0,10.7,2,0,424,21,25,104,0,274
2024,12,"F9","Frontier Airlines","SNA","Santa Ana, CA: John Wayne Airport-Orange County",107,12,3.02,0,3.28,0,5.69,0,1,940,207,0,247,0,486
2024,12,"F9","Frontier Airlines","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",53,21,4.2,0,10.94,0,5.86,0,2,1132,160,0,779,0,193
2024,12,"F9","Frontier Airlines","STL","St. Louis, MO: St Louis Lambert International",86,7,1.6,0,0.25,0,5.15,1,0,642,109,0,37,0,496
2024,12,"F9","Frontier Airlines","SYR","Syracuse, NY: Syracuse Hancock International",27,3,1.28,0,0,0,1.72,0,0,196,157,0,0,0,39
2024,12,"F9","Frontier Airlines","TPA","Tampa, FL: Tampa International",616,185,44.29,1.53,65.39,0,73.79,3,1,11158,2356,67,3648,0,5087
2024,12,"F9","Frontier Airlines","TTN","Trenton, NJ: Trenton Mercer",120,23,7.88,0,1.2,0,13.92,7,5,1256,435,0,45,0,776
2024,12,"F9","Frontier Airlines","TYS","Knoxville, TN: McGhee Tyson",9,2,0,0,2,0,0,0,0,53,0,0,53,0,0
2024,12,"F9","Frontier Airlines","XNA","Fayetteville, AR: Northwest Arkansas National",9,2,2,0,0,0,0,0,0,46,46,0,0,0,0
2024,11,"F9","Frontier Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1164,283,54.18,1.86,95.44,0,131.52,6,1,17598,3246,95,3238,0,11019
2024,11,"F9","Frontier Airlines","AUS","Austin, TX: Austin - Bergstrom International",92,23,7.26,0,5.74,0,10,0,1,1213,375,0,212,0,626
2024,11,"F9","Frontier Airlines","BDL","Hartford, CT: Bradley International",80,8,3.14,0,2.56,0,2.31,1,0,520,141,0,68,0,311
2024,11,"F9","Frontier Airlines","BNA","Nashville, TN: Nashville International",74,14,2.6,1.17,4.53,0,5.7,1,0,704,140,54,216,0,294
2024,11,"F9","Frontier Airlines","BOS","Boston, MA: Logan International",180,41,9.85,0,23.04,0,8.11,2,0,1324,287,0,640,0,397
2024,11,"F9","Frontier Airlines","BQN","Aguadilla, PR: Rafael Hernandez",27,9,3.5,0,0,0,5.5,0,0,657,289,0,0,0,368
2024,11,"F9","Frontier Airlines","BUF","Buffalo, NY: Buffalo Niagara International",100,12,2.56,0,2.92,0,6.52,0,0,623,162,0,106,0,355
2024,11,"F9","Frontier Airlines","BUR","Burbank, CA: Bob Hope",20,10,0.5,0,1.86,0,7.64,0,0,683,45,0,89,0,549
2024,11,"F9","Frontier Airlines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",268,60,14.66,0,14.05,0,31.29,3,0,3641,819,0,409,0,2413
2024,11,"F9","Frontier Airlines","CHS","Charleston, SC: Charleston AFB/International",8,2,0,0,0,0,2,0,1,128,0,0,0,0,128
2024,11,"F9","Frontier Airlines","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",19,5,2.59,0,0.41,0,2,1,0,250,92,0,17,0,141
2024,11,"F9","Frontier Airlines","CLE","Cleveland, OH: Cleveland-Hopkins International",525,95,23.44,1,20.51,0,50.04,1,1,5686,1374,38,732,0,3542
2024,11,"F9","Frontier Airlines","CLT","Charlotte, NC: Charlotte Douglas International",337,57,7.81,0.54,12.64,0,36.01,2,0,4130,445,43,431,0,3211
2024,11,"F9","Frontier Airlines","CMH","Columbus, OH: John Glenn Columbus International",16,4,1.7,0,1.3,0,1,1,0,212,100,0,59,0,53
2024,11,"F9","Frontier Airlines","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",339,54,14.99,0,6.18,0,32.83,4,0,3477,907,0,220,0,2350
2024,11,"F9","Frontier Airlines","DCA","Washington, DC: Ronald Reagan Washington National",90,18,5.44,1.09,5.15,0,6.32,1,0,966,406,64,183,0,313
2024,11,"F9","Frontier Airlines","DEN","Denver, CO: Denver International",2147,494,93.93,10.4,139.89,0,249.78,44,2,34936,8127,3717,5667,0,17425
2024,11,"F9","Frontier Airlines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",906,280,50.17,2.68,115.91,0,111.24,12,2,24982,5139,270,6725,0,12848
2024,11,"F9","Frontier Airlines","DSM","Des Moines, IA: Des Moines International",21,2,0,0.4,0.48,0,1.12,0,0,92,0,17,20,0,55
2024,11,"F9","Frontier Airlines","DTW","Detroit, MI: Detroit Metro Wayne County",190,32,11.15,0,5.13,0,15.71,1,0,2020,600,0,326,0,1094
2024,11,"F9","Frontier Airlines","ELP","El Paso, TX: El Paso International",55,15,8.67,0,3.57,0,2.76,1,0,899,681,0,118,0,100
2024,11,"F9","Frontier Airlines","EWR","Newark, NJ: Newark Liberty International",83,25,2.3,0,12.78,0,9.91,1,1,2037,142,0,1233,0,662
2024,11,"F9","Frontier Airlines","FAR","Fargo, ND: Hector International",22,6,0.56,0.4,2.87,0,2.17,1,0,285,25,29,119,0,112
2024,11,"F9","Frontier Airlines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",100,21,6.09,0,3.53,0,11.38,0,0,1650,551,0,125,0,974
2024,11,"F9","Frontier Airlines","FSD","Sioux Falls, SD: Joe Foss Field",21,6,1.06,0,2.25,0,2.69,1,0,358,68,0,60,0,230
2024,11,"F9","Frontier Airlines","GRR","Grand Rapids, MI: Gerald R. Ford International",36,8,5.86,0,0.16,0,1.99,1,0,464,376,0,4,0,84
2024,11,"F9","Frontier Airlines","HOU","Houston, TX: William P Hobby",15,2,0,0,1.06,0,0.94,1,0,97,0,0,22,0,75
2024,11,"F9","Frontier Airlines","IAD","Washington, DC: Washington Dulles International",30,5,2.12,0,0.74,0,2.14,0,0,399,286,0,43,0,70
2024,11,"F9","Frontier Airlines","IAH","Houston, TX: George Bush Intercontinental/Houston",330,72,13.59,0.51,25.79,0,32.12,2,0,4789,994,32,1366,0,2397
2024,11,"F9","Frontier Airlines","IND","Indianapolis, IN: Indianapolis International",61,14,4.23,0,1.76,0,8,0,0,1525,190,0,45,0,1290
2024,11,"F9","Frontier Airlines","ISP","Islip, NY: Long Island MacArthur",66,9,4.62,0,0.96,0,3.42,0,0,661,423,0,53,0,185
2024,11,"F9","Frontier Airlines","JAX","Jacksonville, FL: Jacksonville International",54,10,0.67,0,2.47,0,6.87,0,0,432,10,0,42,0,380
2024,11,"F9","Frontier Airlines","JFK","New York, NY: John F. Kennedy International",180,27,11.18,0,5.67,0,10.15,0,0,1292,414,0,147,0,731
2024,11,"F9","Frontier Airlines","LAS","Las Vegas, NV: Harry Reid International",1112,268,55.74,5.06,57.83,0,149.37,7,3,22463,5086,1242,4163,0,11972
2024,11,"F9","Frontier Airlines","LAX","Los Angeles, CA: Los Angeles International",337,106,30.14,0.72,29.7,0,45.44,1,0,6672,1493,58,1089,0,4032
2024,11,"F9","Frontier Airlines","LGA","New York, NY: LaGuardia",240,62,14.63,0.21,30.5,0,16.66,1,0,3208,687,6,1594,0,921
2024,11,"F9","Frontier Airlines","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",7,3,0.66,0.33,0.38,0,1.63,0,0,223,13,25,8,0,177
2024,11,"F9","Frontier Airlines","MCI","Kansas City, MO: Kansas City International",29,7,0.83,0,2.34,0,3.83,1,0,316,49,0,84,0,183
2024,11,"F9","Frontier Airlines","MCO","Orlando, FL: Orlando International",1361,201,62.74,0.94,28.09,0,109.23,8,0,18608,4788,53,1016,0,12751
2024,11,"F9","Frontier Airlines","MDW","Chicago, IL: Chicago Midway International",329,92,18.42,1.83,19.27,0,52.47,1,0,8780,2692,668,1382,0,4038
2024,11,"F9","Frontier Airlines","MEM","Memphis, TN: Memphis International",10,4,0,0.46,1.7,0,1.85,0,0,253,0,37,79,0,137
2024,11,"F9","Frontier Airlines","MIA","Miami, FL: Miami International",276,67,23.27,0,6.19,0,37.55,3,0,7536,3790,0,241,0,3505
2024,11,"F9","Frontier Airlines","MKE","Milwaukee, WI: General Mitchell International",20,5,1.86,0,1.03,0,2.11,1,1,372,94,0,46,0,232
2024,11,"F9","Frontier Airlines","MSN","Madison, WI: Dane County Regional-Truax Field",17,3,1,0,0.1,0,1.9,0,0,172,27,0,13,0,132
2024,11,"F9","Frontier Airlines","MSO","Missoula, MT: Missoula Montana",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,11,"F9","Frontier Airlines","MSP","Minneapolis, MN: Minneapolis-St Paul International",109,26,9.35,1.13,3.81,0,11.71,1,0,1408,727,43,131,0,507
2024,11,"F9","Frontier Airlines","MSY","New Orleans, LA: Louis Armstrong New Orleans International",40,13,3.67,0.26,0.29,0,8.78,1,0,1338,568,31,25,0,714
2024,11,"F9","Frontier Airlines","MYR","Myrtle Beach, SC: Myrtle Beach International",30,1,0.92,0,0,0,0.08,0,0,37,34,0,0,0,3
2024,11,"F9","Frontier Airlines","OKC","Oklahoma City, OK: Will Rogers World",39,8,0.98,0.08,2.86,0,4.08,0,0,330,21,5,104,0,200
2024,11,"F9","Frontier Airlines","OMA","Omaha, NE: Eppley Airfield",19,3,0.28,0,1.37,0,1.35,1,0,167,23,0,44,0,100
2024,11,"F9","Frontier Airlines","ONT","Ontario, CA: Ontario International",287,71,17.43,3.32,12.6,0,37.65,1,0,5188,1181,411,478,0,3118
2024,11,"F9","Frontier Airlines","ORD","Chicago, IL: Chicago O'Hare International",305,69,15.51,0.83,14.76,0,37.9,3,0,4145,777,68,462,0,2838
2024,11,"F9","Frontier Airlines","ORF","Norfolk, VA: Norfolk International",17,3,2.04,0,0,0,0.96,0,0,115,69,0,0,0,46
2024,11,"F9","Frontier Airlines","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",19,4,1.86,0,0.18,0,1.96,0,0,572,81,0,8,0,483
2024,11,"F9","Frontier Airlines","PDX","Portland, OR: Portland International",153,32,7.12,0.68,7.63,0,16.57,2,0,1379,251,17,202,0,909
2024,11,"F9","Frontier Airlines","PHL","Philadelphia, PA: Philadelphia International",901,203,46.51,2.39,47.52,0,106.58,4,0,15256,4140,57,1935,0,9124
2024,11,"F9","Frontier Airlines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",790,163,27.33,3.2,38.09,0,94.37,6,0,11895,1856,148,1474,0,8417
2024,11,"F9","Frontier Airlines","PIT","Pittsburgh, PA: Pittsburgh International",36,7,1,0,0.04,0,5.96,0,0,751,96,0,5,0,650
2024,11,"F9","Frontier Airlines","PNS","Pensacola, FL: Pensacola International",33,13,4.07,0.64,3.45,0,4.84,0,0,715,181,35,135,0,364
2024,11,"F9","Frontier Airlines","PSE","Ponce, PR: Mercedita",11,1,0.11,0,0.33,0,0.56,0,0,18,2,0,6,0,10
2024,11,"F9","Frontier Airlines","PWM","Portland, ME: Portland International Jetport",14,3,0,0,0.05,0,2.95,0,0,155,0,0,3,0,152
2024,11,"F9","Frontier Airlines","RDU","Raleigh/Durham, NC: Raleigh-Durham International",433,73,18.62,0.71,16.59,0,37.07,2,1,5745,1349,64,570,0,3762
2024,11,"F9","Frontier Airlines","RSW","Fort Myers, FL: Southwest Florida International",146,16,2.82,0,1.48,0,11.7,1,0,947,225,0,47,0,675
2024,11,"F9","Frontier Airlines","SAN","San Diego, CA: San Diego International",297,93,15.33,1,34.84,0,41.83,1,0,6970,884,128,1741,0,4217
2024,11,"F9","Frontier Airlines","SAT","San Antonio, TX: San Antonio International",73,10,2.38,0.11,4.23,0,3.27,0,1,725,113,17,250,0,345
2024,11,"F9","Frontier Airlines","SAV","Savannah, GA: Savannah/Hilton Head International",10,3,0.9,0,1.1,0,1,0,0,128,53,0,35,0,40
2024,11,"F9","Frontier Airlines","SEA","Seattle, WA: Seattle/Tacoma International",147,35,8.54,0.74,12.99,0,12.73,3,0,2082,508,31,420,0,1123
2024,11,"F9","Frontier Airlines","SFO","San Francisco, CA: San Francisco International",466,166,15.85,0.09,98.04,0,52.02,2,1,11910,934,2,6302,0,4672
2024,11,"F9","Frontier Airlines","SJC","San Jose, CA: Norman Y. Mineta San Jose International",112,25,3.95,0,7.15,0,13.9,1,0,1328,366,0,303,0,659
2024,11,"F9","Frontier Airlines","SJU","San Juan, PR: Luis Munoz Marin International",421,90,30.59,1.63,24.05,0,33.73,3,2,6805,2218,81,982,0,3524
2024,11,"F9","Frontier Airlines","SLC","Salt Lake City, UT: Salt Lake City International",283,58,19.3,1.26,10.43,0,27.01,4,0,4052,1077,50,335,0,2590
2024,11,"F9","Frontier Airlines","SMF","Sacramento, CA: Sacramento International",109,28,5.23,0.7,6.74,0,15.33,0,0,1465,369,76,268,0,752
2024,11,"F9","Frontier Airlines","SNA","Santa Ana, CA: John Wayne Airport-Orange County",89,22,6.39,0.08,3.72,0,11.81,1,0,1366,399,6,152,0,809
2024,11,"F9","Frontier Airlines","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",33,8,1.3,0,2.64,0,4.06,0,0,416,33,0,113,0,270
2024,11,"F9","Frontier Airlines","STL","St. Louis, MO: St Louis Lambert International",79,23,4.79,0.06,3.14,0,15.01,1,0,2027,588,9,123,0,1307
2024,11,"F9","Frontier Airlines","SYR","Syracuse, NY: Syracuse Hancock International",18,2,0,0,0,0,2,0,0,107,0,0,0,0,107
2024,11,"F9","Frontier Airlines","TPA","Tampa, FL: Tampa International",534,82,24.34,0.55,12.96,0,44.15,2,0,7038,1771,46,407,0,4814
2024,11,"F9","Frontier Airlines","TTN","Trenton, NJ: Trenton Mercer",76,7,4.06,0,0.6,0,2.34,0,1,480,296,0,11,0,173
2024,11,"F9","Frontier Airlines","TYS","Knoxville, TN: McGhee Tyson",13,5,0.74,0.5,2.42,0,1.34,0,0,247,24,22,88,0,113
2024,11,"F9","Frontier Airlines","XNA","Fayetteville, AR: Northwest Arkansas National",21,7,1.88,0,5.12,0,0,0,0,269,79,0,190,0,0
2024,10,"F9","Frontier Airlines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1127,275,67.14,0.98,91.11,0,115.77,31,0,18169,3721,82,3860,0,10506
2024,10,"F9","Frontier Airlines","AUS","Austin, TX: Austin - Bergstrom International",86,18,4.05,1,2.92,0,10.02,1,0,1092,313,103,75,0,601
2024,10,"F9","Frontier Airlines","BDL","Hartford, CT: Bradley International",81,17,7.43,0,6.45,0,3.12,4,0,797,340,0,170,0,287
2024,10,"F9","Frontier Airlines","BNA","Nashville, TN: Nashville International",85,14,6.99,0,2.47,0,4.54,1,0,1544,887,0,140,0,517
2024,10,"F9","Frontier Airlines","BOS","Boston, MA: Logan International",187,56,22.46,1.74,23.66,0,8.14,4,0,4723,2891,267,886,0,679
2024,10,"F9","Frontier Airlines","BQN","Aguadilla, PR: Rafael Hernandez",21,4,1,0,0.05,0,2.95,2,0,318,40,0,3,0,275
2024,10,"F9","Frontier Airlines","BUF","Buffalo, NY: Buffalo Niagara International",91,20,7.7,0,4.18,0,8.13,6,0,1349,669,0,152,0,528
2024,10,"F9","Frontier Airlines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",233,48,15.48,1,12.06,0,19.46,10,0,2619,798,25,347,0,1449
2024,10,"F9","Frontier Airlines","CHS","Charleston, SC: Charleston AFB/International",8,1,0,0,0,0,1,0,0,122,0,0,0,0,122
2024,10,"F9","Frontier Airlines","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",31,5,0.72,0,0,0,4.28,1,0,325,23,0,0,0,302
2024,10,"F9","Frontier Airlines","CLE","Cleveland, OH: Cleveland-Hopkins International",546,87,31.44,1.33,16.54,0,37.69,35,0,6243,2882,78,488,0,2795
2024,10,"F9","Frontier Airlines","CLT","Charlotte, NC: Charlotte Douglas International",350,143,40.65,0,48.94,0,53.4,8,0,8682,3044,0,1646,0,3992
